,Unnamed: 0,Desc,Laptop,Lenguaje,PuntajeL,Categoria,PuntajeC
10,10,"La notebook más delgada y ligera de Apple viene con los superpoderes del chip M1. Termina todos tus proyectos mucho más rápido con el CPU de 8 núcleos y disfruta como nunca antes de apps y juegos con gráficos avanzados gracias al GPU de hasta 8 núcleos. Además, el Neural Engine de 16 núcleos se encarga de acelerar todos los procesos de aprendizaje automático. Todo en un diseño silencioso sin ventilador que te ofrece la mayor duración de batería en una MacBook Air: hasta 18 horas. (1) Portátil como siempre, más poderosa que nunca.Avisos LegalesNo todos los recursos y configuraciones están disponibles en todos los países.(1) La duración de la batería varía según el uso y la configuración.(2) Comparado con la generación anterior.(3) El tamaño de la pantalla se mide en diagonal.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Macbook,natural,0.5108234286308289,personal,0.6945234537124634
11,11,"La laptop Lenovo ThinkPad E15 Gen 3 (AMD) fue pensada para hacer tu vida más sencilla. Su diseño elegante e innovador y su comodidad para transportarla, la convertirá en tu PC favorita. Cualquier tarea que te propongas, ya sea en casa o en la oficina, la harás con facilidad gracias a su poderoso rendimiento.Pantalla con gran impacto visualSu pantalla de 15.6"" y 1920x1080 px de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle. Eficiencia a tu alcanceSu procesador AMD Ryzen 5 de 66 núcleos, te permitirá ejecutar programas variados y procesos indispensables para desenvolverte en el día a día, ya sea en tu trabajo o en los momentos de ocio en tu hogar. Potente disco sólidoEl disco sólido de 512 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica AMD Radeon integrados convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Thinkpad,técnico,0.5682918429374695,videojuegos,0.4430917203426361
12,12,"La laptop Lenovo V15 V15 G3 IAP fue pensada para hacer tu vida más sencilla. Su diseño elegante e innovador y su comodidad para transportarla, la convertirá en tu PC favorita. Cualquier tarea que te propongas, ya sea en casa o en la oficina, la harás con facilidad gracias a su poderoso rendimiento.Pantalla con gran impacto visualSu pantalla LED de 15.6"" y 1920x1080 px de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle.Eficiencia a tu alcanceSu procesador Intel de 6 núcleos, te permitirá ejecutar programas variados y procesos indispensables para desenvolverte en el día a día, ya sea en tu trabajo o en los momentos de ocio en tu hogar. Potente disco sólidoEl disco sólido de 256 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Lenovo,técnico,0.5641888976097107,negocios,0.3883286416530609
13,13,"Disfruta de la perfecta combinación de rendimiento y diseño con esta laptop Asus VivoBook X1605VA. Encontrarás en ella una excelente herramienta para tus trabajos de todos los días y para tus momentos de entretenimiento. Aprovecha la experiencia extraordinaria que la marca tiene para ofrecerte y optimiza la calidad de tus imágenes y videos.Eficiencia a tu alcanceSu procesador Intel Core i9 de 14 núcleos, te permitirá ejecutar programas variados y procesos indispensables para desenvolverte en el día a día, ya sea en tu trabajo o en los momentos de ocio en tu hogar. Un procesador exclusivo para los gráficosSu tarjeta gráfica Intel Iris X convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.",Asus,técnico,0.5506735444068909,negocios,0.47943204641342163
14,14,"La notebook HP Pavilion X360 es una solución tanto para trabajar y estudiar como para entretenerte. Al ser portátil, el escritorio dejará de ser tu único espacio de uso para abrirte las puertas a otros ambientes ya sea en tu casa o en la oficina.Pantalla con gran impacto visualSu pantalla de 14"" y 1920x1080 px de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle. Alta eficiencia a tu alcanceSu procesador Intel Core I7 de 10 núcleos, está pensado para quienes buscan la máxima exigencia en la productividad. Está destinado a personas que trabajan con programas de diseño, de edición o tienen un nivel de juego alto. Llevará a cabo varios procesos de forma simultánea, sin frenos y te brindará una experiencia excepcional.Potente disco sólidoEl disco sólido de 512 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica Integrada convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Hp,técnico,0.570786714553833,videojuegos,0.40214595198631287
15,15,"Con la laptop 2 en 1 Lenovo 82XY005LLM vas a disfrutar de la combinación única entre portabilidad y usabilidad. Su principal beneficio es su capacidad de transformarse en una tablet sin perder la potencia y el rendimiento de una computadora portátil. Eficiencia a tu alcanceSu procesador AMD de 8 núcleos, te permitirá ejecutar programas variados y procesos indispensables para desenvolverte en el día a día, ya sea en tu trabajo o en los momentos de ocio en tu hogar. Un procesador exclusivo para los gráficosSu tarjeta gráfica Integrated AMD Radeon Graphics convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.",Lenovo,natural,0.6449199318885803,videojuegos,0.6046882271766663
16,16,0,Macbook,técnico,0.6067935824394226,personal,0.4459722340106964
17,17,"La Laptop HP 250 G9 en color gris oscuro es una poderosa herramienta que combina un rendimiento excepcional con una gran capacidad de almacenamiento. Equipada con un potente procesador Intel Core i7-1255U de 10 núcleos y una frecuencia de 1.7Ghz, esta laptop ofrece un rendimiento rápido y eficiente para todas tus tareas diarias.Con una memoria RAM de 24GB y un disco SSD de 512GB, esta laptop te brinda un amplio espacio de almacenamiento para tus archivos, programas y aplicaciones. Además, la pantalla de 15.6"" HD antirreflejo te permite disfrutar de una experiencia visual nítida y clara.La Laptop HP 250 G9 también cuenta con un teclado numérico, lo que facilita la introducción de datos y cálculos. Además, viene con el sistema operativo FreeDOS preinstalado, junto con programas de prueba como Windows 11, Office, utilitarios y antivirus.Con su diseño elegante y moderno, esta laptop es perfecta para profesionales y estudiantes que buscan un rendimiento excepcional y una gran capacidad de almacenamiento. Ya sea que estés trabajando en proyectos intensivos, disfrutando de contenido multimedia o navegando por la web, la Laptop HP 250 G9 te brinda la potencia y el rendimiento que necesitas.",Hp,natural,0.5006937384605408,negocios,0.5242616534233093
18,18,"PRODUCTO:Nombre: Laptop HP 15-fc0013la R7-7730U RAM 16GB 512GB SSD Windows 11Marca: HPDESCRIPCIÓN:La laptop HP de 15,6"" viene con múltiples funciones para lograr productividad y para que tu cartera, y el planeta, estén contentos. Fabricada con materiales reciclados, esta potente laptop HP cuenta con un procesador AMD[1], amplio almacenamiento y gráficos fascinantes. Además, su relación pantalla-cuerpo de 85 %[2] y su bisel estrecho de 3 lados ofrecen mucho espacio para hacer y ver más cosas importantes.CARACTERÍSTICAS PRINCIPALES: - Almacenamiento interno Unidad de estado sólido de 512 GB PCIe® NVMeTM M.2- Aplicaciones HP HP Documentation; HP Games by WildTangent; HP Setup Integrated OOBE; HP SSRM; HP Support Assistant; HP System Event Utility; HP Connection Optimizer; HP Privacy Settings; HP BIOS Recovery; HP QuickDrop; MyHP- Brillo 250 nits- Caché de procesador 16 MB L3- Cámara Web Cámara FHD HP True Vision de 1080p con reducción de ruido temporal y micrófonos digitales integrados de doble matriz- Características especiales Compatible con AMD Radeon FreeSyncTM- Certificado Energy Star Certificación ENERGY STAR®- Chipset SoC integrado AMD- Código UNSPSC 43211503- Color Plateado natural- Color de producto Plateado natural- Diseño de memoria 2 x 8 GB- Diseño de productos Cubierta y marco de teclado con acabado mate y base con relieve- Duración de la batería Hasta 10 horas- Duración de la batería para reproducción de video Hasta 10 horas y 45 minutos- Especificaciones de impacto sustentable Plástico de origen oceánico y reciclado en la estructura de los altavoces; Las teclas y el mecanismo tipo tijera del teclado contienen plástico reciclado posconsumo- Especificaciones de nombre largo del producto V2 HP Laptop 15, Windows 11 Home Single Language, 15.6"", AMD RyzenTM 7, 16GB RAM, 512GB Unidad de estado sólido, FHD, Plateado natural- Especificaciones del nombre corto del producto HP Laptop 15-fc0013la, 15.6"", AMD RyzenTM 7, 16GB RAM, 512GB Unidad de estado sólido- Especificaciones y nombre del producto HP Laptop 15-fc0013la, Windows 11 Home Single Language, 15.6"", AMD RyzenTM 7, 16GB RAM, 512GB Unidad de estado sólido, FHD, Plateado natural- Etiquetas ecológicas Registro EPEAT ® Gold- Familia del procesador Procesador AMD RyzenTM 7- Funciones de audio Dos altavoces- Garantía del fabricante 1 año de garantía limitada de hardware con soporte técnico telefónico gratuito. 90 días de soporte técnico limitado para software (a partir de la fecha de compra).- Gestión de seguridad Tecla de silencio de micrófono; Obturador de privacidad de la cámara; Compatibilidad con Trusted Platform Module (Firmware TPM)- Inalámbrico Tarjeta inalámbrica Realtek Wi-Fi 6 (1x1) y Bluetooth® 5.3- Lector de huellas Lector de huellas- Memoria 16 GB de RAM DDR4-3200 MHz (2 x 8 GB)- Nombre de visualización del producto HP Laptop 15- Nota sobre la memoria Velocidades de transferencia de hasta 3200 MT/s- Nota sobre la red inalámbrica Modo de espera moderno (conectado)- Nota sobre tipo de batería [23]- Núcleo del procesador 8- Pantalla Pantalla FHD (1920 x 1080), de 15,6"" (39,6 cm) en diagonal, con bisel microborde, antirreflejante, 250 nits, 45 % de NTSC- Pantalla táctil No- Procesador AMD RyzenTM 7 7730U (velocidad máxima de hasta 4,5 GHz, 16 MB de caché L3, 8 núcleos y 16 subprocesos)- Puertos 1 USB Tipo-C® con velocidad de señalización de 5 Gb/s (admite solo transferencia de datos y no admite carga o monitores externos); 2 USB Tipo-A con velocidad de señalización de 5 Gb/s; 1 conector inteligente de CA; 1 HDMI 1.4b; 1 combinación de audífonos/micrófono- Relación ancho-alto 16:9- Relación pantalla-cuerpo (sin los altavoces) 85%- Se requiere registro No- Servicios en la nube Almacenamiento en Dropbox de 25 GB durante 12 meses- Sin oscilaciones Sí- Sistema operativo Windows 11 Home Single Language- Software - productividad y finanzas 1 mes de prueba para los nuevos clientes de Microsoft 365- Software incluido McAfee LiveSafeTM; Oferta de prueba gratuita de 1 mes de Adobe- Software preinstalado ExpressVPN (prueba gratuita de 30 días); LastPass Premium (prueba gratuita de 30 días)- Tamaño de pantalla (diagonal) 39,6 cm (15,6"")- Teclado Teclado gris suave de tamaño completo con teclado numérico- Tiempo de recarga de la batería Admite carga rápida de la batería: aproximadamente un 50 % en 45 minutos- Tipo de almacenamiento Unidad de estado sólido- Tipo de batería Batería de polímero de iones de litio de 3 celdas y 41 Wh- Tipo de fuente de alimentación Adaptador de alimentación de CA inteligente de 45 W MÁS DETALLES:Peso del paquete: 2.29 kgMedidas: 30 cm x 6 cm x 52 cm cmModelo: 802N2LAMeses de garantía: 12Garantía: 1 año con la marcaCondición: NuevoColor: PlateadoNombre de color: PlateadoEAN: 197497164268GTIN: 197497164268MPN: 802N2LAResolución de pantalla: FHD (1920 x 1080)Tamaño de pantalla: 15Tamaño de memoria RAM: 16Unidad de memoría RAM: GbMarca del procesador: IntelUnidad de velocidad del procesador: GHzCapacidad del disco duro: 512Unidad del tamaño de disco duro: GbTipo de disco duro: SSDPuertos HDMI: 1Unidad del tamaño de RAM de la tarjeta gráfica: GbSistema Operativo: Windows 11 HomeSKU: NT015HPR73",Hp,natural,0.7265431880950928,negocios,0.38050395250320435
19,19,"¡SOMOS MACGLU!Somos una tienda que se especialista en vender productos Apple; iPhone, iPad, MacBook y accesorios de la misma marca. Tenemos más de diez años en el mercado con atención garantizada, además ofrecemos productos con garantía de un (01) año tanto como de la marca y tienda. El sistema cuenta con el chip Apple M3 Max de 16 núcleos, que proporciona la potencia y la eficiencia de rendimiento necesarias para manejar todos sus flujos de trabajo profesionales. Ahora construido con tecnología de proceso de 3 nm, el chip M3 Max de 16 núcleos se combina con una GPU de 40 núcleos. La GPU de próxima generación cuenta con almacenamiento en caché dinámico, trazado de rayos acelerado por hardware y sombreado de malla, todo lo cual aumenta significativamente el rendimiento de las aplicaciones y juegos profesionales más exigentes.",Macbook,técnico,0.5288441181182861,videojuegos,0.5380761623382568
20,20,"La MacBook Pro da un salto al futuro con los chips M3. Fabricados con tecnología de 3 nanómetros y una nueva arquitectura de GPU, son los chips más avanzados que existen en una computadora personal. Y cada uno de estos pequeños gigantes lleva la potencia y el rendimiento a niveles inimaginables",Macbook,técnico,0.8434725403785706,personal,0.47536370158195496
21,21,"CASESWORLD PERU SACPor favor leer detenidamente el anuncio.Cases World Peru S.A.C.Empresa líder en el rubro tecnológico, trabajamos con las mejores marcas (Apple, Samsung, Bose y Mas!).!SOMOS TIENDA OFICIAL¡100% calificación positiva.Estamos en:Miraflores: C.C. Compupalace.La Victoria: C.C. Polvos AzulesTodos los equipos son 100% nuevos y sellados con garantía de 12 meses Apple.--Nuestros Productos por CASES WORLD STORE--https://eshops.mercadolibre.com.pe/CASESWORLD.STOREImportado por CasesWorldStore Peru Sac:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::--DESCRIPCION--SGP 8C CPU/ 10C GPU/ 8GB / 512GBSuperalimentado por M3: con una CPU de 8 núcleos y una GPU de 10 núcleos, el chip Apple M3 puede ayudarte a superar la multitarea diaria y enfrentar proyectos profesionales como editar miles de fotos o video 4K.Hasta 22 horas de duración de la batería: pasa todo el día gracias al diseño eficiente de la silicona Apple El portátil MacBook Pro ofrece el mismo rendimiento excepcional, ya sea que esté funcionando con batería o enchufado. (La vida útil de la batería varía según el uso y la configuración. Consulte apple.com/batteries para obtener más información.:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::-¿Cuales son las formas de envio?*Llego Mercado Envíos Flex: Recibe tu producto el mismo día de tu compra (Lima Metropolitana).*Retiro de producto en tienda: Escoge la opción de retiro de producto en domicilio del vendedor.*Envíos a provincia totalmente GRATIS!: El envío se realiza por el Courier oficial de Mercado libre envíos.- ¿Cuáles son las formas de pago disponibles?+Los pagos se realizan a través de MercadoPago, con tarjeta de débito, crédito o en efectivo- ¿Puedo pagar con depósito o transferencia bancaria?+No, sólo aceptamos los medios de pago habilitados en MercadoPago.:::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::::-Nuestros Productos por CASES WORLD STORE",Macbook,técnico,0.5080693960189819,negocios,0.3583633303642273
22,22,"Disfruta de la perfecta combinación de rendimiento y diseño con esta laptop Asus ASUS Laptop E1504FA-NJ404W. Encontrarás en ella una excelente herramienta para tus trabajos de todos los días y para tus momentos de entretenimiento. Aprovecha la experiencia extraordinaria que la marca tiene para ofrecerte y optimiza la calidad de tus imágenes y videos.Pantalla con gran impacto visualSu pantalla de 15.6"" y FHD: 1920 x 1080 de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle. Eficiencia a tu alcanceSu procesador AMD de 6 núcleos, te permitirá ejecutar programas variados y procesos indispensables para desenvolverte en el día a día, ya sea en tu trabajo o en los momentos de ocio en tu hogar. Un procesador exclusivo para los gráficosSu tarjeta gráfica AMD Radeon Graphics convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.",Asus,natural,0.6219587326049805,videojuegos,0.6507354974746704
23,23,"Disfruta de la perfecta combinación de rendimiento y diseño con esta laptop Asus Laptop X515EP-EJ665W. Encontrarás en ella una excelente herramienta para tus trabajos de todos los días y para tus momentos de entretenimiento. Aprovecha la experiencia extraordinaria que la marca tiene para ofrecerte y optimiza la calidad de tus imágenes y videos.Pantalla con gran impacto visualSu pantalla de 15.6"" y FHD de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle. Eficiencia a tu alcanceSu procesador Intel Core i5 de 4 núcleos, está pensado para aquellas personas generadoras y consumidoras de contenidos. Con esta unidad central, la máquina llevará a cabo varios procesos de forma simultánea, desde edición de videos hasta retoques fotográficos con programas profesionales.Potente disco sólidoEl disco sólido de 512 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica Intel UHD Graphics convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.",Asus,natural,0.661099374294281,videojuegos,0.5576609373092651
24,24,"La laptop MSI MSI Gamer KATANA 15 B13VEK-818MX es una solución tanto para trabajar y estudiar como para entretenerte. Al ser portátil, el escritorio dejará de ser tu único espacio de uso para abrirte las puertas a otros ambientes ya sea en tu casa o en la oficina.Pantalla con gran impacto visualSu pantalla LCD de 15.6"" y 1920*1080 de resolución te brindará colores más vivos y definidos. Tus películas y series preferidas cobrarán vida, ya que ganarán calidad y definición en cada detalle.Alta eficiencia a tu alcanceSu procesador Intel Core i7 de 10 núcleos, está pensado para quienes buscan la máxima exigencia en la productividad. Está destinado a personas que trabajan con programas de diseño, de edición o tienen un nivel de juego alto. Llevará a cabo varios procesos de forma simultánea, sin frenos y te brindará una experiencia excepcional.Potente disco sólidoEl disco sólido de 512 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica NVIDIA GeForce® RTX4050 Laptop GPU convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.Aviso legal• La duración de la batería depende del uso que se le dé al producto.",Otro,técnico,0.5586411356925964,videojuegos,0.4711984694004059
25,25,"La laptop HP 13-ba1012la es una solución tanto para trabajar y estudiar como para entretenerte. Al ser portátil, el escritorio dejará de ser tu único espacio de uso para abrirte las puertas a otros ambientes ya sea en tu casa o en la oficina.Alta eficiencia a tu alcanceSu procesador Intel Core i7 de 4 núcleos, está pensado para quienes buscan la máxima exigencia en la productividad. Está destinado a personas que trabajan con programas de diseño, de edición o tienen un nivel de juego alto. Llevará a cabo varios procesos de forma simultánea, sin frenos y te brindará una experiencia excepcional.Potente disco sólidoEl disco sólido de 512 GB hace que el equipo funcione a gran velocidad y por lo tanto te brinda mayor agilidad para operar con diversos programas.Un procesador exclusivo para los gráficosSu tarjeta gráfica Intel® Iris® X convierte a este dispositivo en una gran herramienta de trabajo para cualquier profesional del diseño. Te permitirá lograr una gran performance en todos tus juegos y en otras tareas cotidianas que impliquen procesamiento gráfico.",Hp,natural,0.6091738343238831,videojuegos,0.5023245811462402
26,26,"Transforma tus tareas diarias en experiencias únicas con Vivobook 15, tu herramienta esencial para facilitar tus actividades, en cualquier lugar. Su diseño intuitivo, con una bisagra plana de 180° y un protector físico para la cámara web, hace que sea completamente sencillo de utilizar. Además, ASUS Antimicrobial Guard Plus protege las superficies de contacto frecuente contra bacterias dañinas, cuidando de tu salud. ¡Vivobook 15 hace tus días más agradables!",Asus,técnico,0.6593459248542786,personal,0.7478752732276917
27,27,"PRODUCTO:Nombre: Laptop HP Pavilion 15-eg2507la i7-1255U 16GB 512GB SSD Win11Marca: HPDESCRIPCIÓN:Haga lo que tenga que hacer en cualquier lugar, con la ayuda de la laptop compacta HP Pavilion de 15 pulgadas. Complete las tareas eficazmente gracias al potente procesador Intel® y el panel táctil de precisión. Siga trabajando con seguridad gracias a la larga duración de la batería de esta laptop que se combina con la función HP Fast Charge. Eleve el nivel de entretenimiento con Audio by B&O y una pantalla que elimina el parpadeo.CARACTERÍSTICAS PRINCIPALES: - Almacenamiento interno Unidad de estado sólido de 512 GB PCIe® NVMeTM M.2- Aplicaciones HP HP Games by WildTangent; HP JumpStart; HP Support Assistant; HP Connection Optimizer; HP Command Center; HP BIOS Recovery; HP QuickDrop; MyHP; HP Enhanced Lighting- Brillo 250 nits- Caché de procesador 12 MB L3- Cámara Web Cámara HD HP Wide Vision de 720p con reducción de ruido temporal y micrófonos digitales integrados de doble matriz- Certificado Energy Star Certificación ENERGY STAR®- Chipset SoC integrado Intel®- Código UNSPSC 43211503- Color Plateado natural- Color de producto Cubierta y marco de teclado de aluminio de color plateado natural, base de color plateado natural- Diseño de memoria 2 x 8 GB- Diseño de productos Cubierta y marco del teclado pulidos con chorro de arena, base con acabado de pintura- Duración de la batería Hasta 7 horas y 30 minutos- Duración de la batería para reproducción de video Hasta 10 horas y 15 minutos- Especificaciones de impacto sustentable Plástico reciclado de origen oceánico en la carcasa del altavoz- Especificaciones de nombre largo del producto V2 HP Pavilion Laptop 15, Windows 11 Home Single Language, 15.6"", Intel® CoreTM i7, 16GB RAM, 512GB Unidad de estado sólido, FHD, Plateado natural- Especificaciones del nombre corto del producto HP Pavilion Laptop 15-eg2507la, 15.6"", Intel® CoreTM i7, 16GB RAM, 512GB Unidad de estado sólido- Especificaciones y nombre del producto HP Pavilion Laptop 15-eg2507la, Windows 11 Home Single Language, 15.6"", Intel® CoreTM i7, 16GB RAM, 512GB Unidad de estado sólido, FHD, Plateado natural- Etiquetas ecológicas Registro EPEAT® Silver- Familia del procesador Procesador Intel® CoreTM i7 de 12.a generación- Funciones de audio Audio by B&O; Altavoces dobles; HP Audio Boost- Garantía del fabricante 1 año de garantía limitada de hardware con soporte técnico telefónico gratuito. 90 días de soporte técnico limitado para software (a partir de la fecha de compra).- Gestión de seguridad Nanorranura con cierre de seguridad Kensington; Compatible con el módulo de plataforma de confianza (firmware TPM)- Gráficos Integradas- Gráficos (integrados) Gráficos Intel® Iris® X- Inalámbrico Tarjeta inalámbrica MediaTek Wi-Fi 6 MT7921 (2x2) y Bluetooth® 5.3 (compatible con velocidad de datos de Gigabit)- Memoria 16 GB de RAM DDR4-3200 MHz (2 x 8 GB)- Nombre de visualización del producto HP Pavilion Laptop 15- Nota sobre la memoria Velocidades de transferencia de hasta 3200 MT/s- Nota sobre la red inalámbrica Modo de espera moderno (conectado)- Nota sobre la tarjeta gráfica integrada Las capacidades gráficas de Intel® Iris® Xe requieren que el sistema se configure con procesadores Intel® CoreTM i5 o i7 y memoria de canal dual. Los gráficos de Intel® Iris® X con procesadores Intel® CoreTM i5 o i7, y memoria de canal único solo funcionan con gráficos Intel® UHD.- Núcleo del procesador 10- Pantalla Pantalla FHD (1920 x 1080), de 15,6"" (39,6 cm) en diagonal, con bisel microborde, antirreflejante, 250 nits, 45 % de NTSC- Pantalla táctil No- Peso de la batería 192 g- Procesador Intel® CoreTM i7-1255U (hasta 4,7 GHz con tecnología Intel® Turbo Boost, 12 MB de caché L3, 10 núcleos y 12 subprocesos)- Puertos 1 USB Type-C® con velocidad de señalización de 10 Gbps (USB con suministro de energía, DisplayPortTM 1.4, HP Sleep and Charge); 2 USB Tipo-A con velocidad de señalización de 5 Gbps; 1 HDMI 2.1; 1 smart pin de CA; 1 combinación de auriculares/micrófono- Relación ancho-alto 16:9- Relación pantalla-cuerpo (sin los altavoces) 86%- Se requiere registro No- Servicios en la nube Almacenamiento en Dropbox de 25 GB durante 12 meses- Sin oscilaciones Sí- Sistema operativo Windows 11 Home Single Language- Software - productividad y finanzas 1 mes de prueba para los nuevos clientes de Microsoft 365- Software incluido McAfee LiveSafeTM; Oferta de prueba gratuita de 1 mes de Adobe; Concepts Basic incluido (1 mes de prueba gratuita de Concepts Everything)- Software preinstalado LastPass password manager (prueba gratuita de 30 días); Duet® for HP (prueba gratuita de 30 días)- Tamaño de pantalla (diagonal) 39,6 cm (15,6"")- Teclado Teclado de tamaño completo, retroiluminado, en plata natural, con teclado numérico- Tiempo de recarga de la batería Admite carga rápida de la batería: aproximadamente un 50 % en 45 minutos- Tipo de almacenamiento Unidad de estado sólido- Tipo de batería Iones de litio de 3 celdas y 41 Wh- Tipo de fuente de alimentación Adaptador de alimentación de CA inteligente de 45 W MÁS DETALLES:Peso del paquete: 2 kgMedidas: 30 cm x 7 cm x 52 cm cmModelo: 15-eg2507laMeses de garantía: 12Garantía: 1 añoCondición: NuevoColor: GrisNombre de color: GrisEAN: 197498728841GTIN: 197498728841MPN: 91S38LABaterías incluidas: SiRequiere baterías: SiResolución de pantalla: FHD (1.920 x 1.080)Tamaño de pantalla: 15Tamaño de memoria RAM: 16Unidad de memoría RAM: GbTipo de memoria RAM: ddr4Numero de procesadores: 10Marca del procesador: IntelVelocidad del procesador: 4.7Unidad de velocidad del procesador: GHzCapacidad del disco duro: 512Unidad del tamaño de disco duro: GbTipo de disco duro: SSDPuertos HDMI: 1Unidad del tamaño de RAM de la tarjeta gráfica: GbSistema Operativo: windows 11 proSKU: NT016HPR74",Hp,natural,0.9063088893890381,personal,0.39790844917297363
28,28,"PRODUCTONotebook HP 15-FC0006LA, AMD Ryzen 3 7320u, 8GB, 512SSD, 15,6"" FHD, Win 11Procesador AMD Ryzen™ 3Esta arquitectura de gran eficiencia, que constituye un avance significativo en la tecnología de los procesadores, ofrece 4 núcleos y desempeño de 4 subprocesos para resultar eficiente incluso en la realización de las tareas más intensivas.Gráficos AMD Radeon™Disfruta del alto desempeño en todo el entretenimiento.Sin oscilacionesCon la tecnología de atenuación DC Dimming la cual controla el brillo ajustando la corriente continua en lugar de ciclar la luz de fondo, eliminamos el parpadeo de la pantalla para una visualización más cómoda.Pantalla Full HDImágenes de gran nitidez con la calidad que brindan 2 millones de píxeles. La resolución de 1920 x 1080 ofrece una nueva dimensión a todo tu contenido digital.DETALLESCubierta dorada cálida, base y marco de teclado en plata natural.Sistema Operativo Windows 11 Home Single Language en español.Procesador AMD Ryzen 3 7320U (hasta 4,1 GHz, 4 MB de caché L3, 4 núcleos, 8 subprocesos).Memoria 8 GB RAM LPDDR5-5500 MHz (incorporada).Disco 512GB M.2 NVMe PCIe 3.0 SSD.Pantalla LED IPS 15.6"" Full HD (1920 x 1080).Gráficos AMD Radeon.Teclado en ESPAÑOL con teclado numérico.Sonido HD con parlante integrado.Realtek Wi-Fi 6 (1x1) + Bluetooth 5.3.Cámara HP True Vision 720p HD con micrófono integrado.Batería de 3 celdas 41WHr.Dimensiones: 35,98 x 23,6 x 1,86 cmPeso: 1.59kgPuertos disponibles:1 USB Tipo-C con velocidad de señalización de 5 Gb/s2 USB Tipo-A con velocidad de señalización de 5 Gb/s1 conector inteligente de CA1 HDMI 1.4b1 combinación de audífonos/micrófono'.",Hp,natural,0.7229408621788025,personal,0.3563387393951416
